Sexe,Age_Bac,Serie_Bac,Etablissement,Lieu_Habitation_Bac,Matieres_Preferees,Secteur_Desire,Competences_Techniques,Note_Maths,Note_Francais_Ecrit,Note_Francais_Oral,Note_Anglais_Ecrit,Note_Anglais_Oral,Note_Philo,Note_Physique_Chimie,Note_SVT,Note_Histoire_Geo,Note_EPS,Note_Espagnol_Ecrit,Note_Espagnol_Oral,Note_Facultative_1,Note_Facultative_2,Points_BAC,Personnalite,Religion,Secteur_Activite_Famille,Secteur_Activite,Justification_Choix,Descriptions
Masculin,19,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,14.658781436815229,7.72442386695185,14.0,12.5,11.0,12.658781436815229,12.383205303767078,15.616794696232922,11.850384088698767,14.191602651883539,11.0,12.0,15.0,14.0,235.61679469623292,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Masculin,19,D,COLLEGE LES PHALENES 2 DE YOPOUGON,YOPOUGON,"Mathematiques, SVT, Science Physique, Français",Santé,NON,15.69538623082663,5.695386230826629,14.0,12.956920653760056,10.69538623082663,13.69538623082663,12.0,14.172317384959776,13.30461376917337,14.609227538346742,11.0,12.0,15.0,14.0,233.8677036157864,"Ouvert, Chaleureux, Sympathique, Accessible, Fiable, Sociable, Consciencieux",Islam,"Banque / Assurance /Finances, Commerce / Négoce / Distribution, Industrie pharmaceutique, Informatique / Télécoms, Santé",Banque / Assurance /Finances,"Environnement de travail agréable, Formation académique","Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Évolution de poste, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,C,UNIVERSITÉ FÉLIX HOUPHOUET BOIGNY ,Port bouet,"Mathematiques, Science Physique, Anglais, Français",Banque / Assurance /Finances,J'ai amélioré mon niveau au football (j'espère avoir bien compris la question),13.390688456025536,11.609311543974464,14.0,12.5,13.804655771987232,10.74418028501596,17.51163942996808,9.293016342019152,9.706983657980848,15.0,11.0,12.0,15.0,14.0,262.0,"Ouvert, Chaleureux, Sérieux, Facile, Energetique, Sympathique, Doux, Polyvalent, Respectueux",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique",Banque / Assurance /Finances,"Passion personnelle, Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,14.263067893951373,10.736932106048627,14.0,12.5,13.368466053024314,11.289417433719608,16.421165132560784,9.94730092046353,9.05269907953647,15.0,11.0,12.0,15.0,14.0,262.0,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,15.239390025041594,9.760609974958406,14.0,12.5,12.880304987479203,11.899618765650997,15.200762468698006,10.679542518781195,8.320457481218805,15.0,11.0,12.0,15.0,14.0,262.0,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
Masculin,17,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,9.854267643913452,13.901655886396991,14.0,12.5,11.0,7.854267643913452,13.755923530310442,14.244076469689558,7.7322294090686725,14.877961765155222,11.0,12.0,15.0,14.0,234.24407646968956,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Féminin,17,D,Lycée Moderne 1 de toumodi ,Toumodi ,"SVT, Science Physique, Anglais, Histoire Geographie, Français",Droit,Non,13.53376162922111,10.97106146066762,14.990353820222541,12.247588455055634,16.99035382022254,13.48553073033381,13.51446926966619,15.02893853933238,11.990353820222541,13.475884550556351,11.0,12.0,15.0,14.0,290.64951578655064,"Ouvert, Facile, Flegmatique, Analytique, Fiable",Christianisme,"Banque / Assurance /Finances, Droit, Santé",Banque / Assurance /Finances,Passion personnelle,Formation initiale
Masculin,19,D,COLLEGE LES PHALENES 2 DE YOPOUGON,YOPOUGON,"Mathematiques, SVT, Science Physique, Français",Santé,NON,15.965611478884782,5.965611478884782,14.0,12.551582781672828,10.965611478884782,13.965611478884782,12.0,15.79366887330869,13.034388521115218,14.068777042230437,11.0,12.0,15.0,14.0,235.75928035219346,"Ouvert, Chaleureux, Sympathique, Accessible, Fiable, Sociable, Consciencieux",Islam,"Banque / Assurance /Finances, Commerce / Négoce / Distribution, Industrie pharmaceutique, Informatique / Télécoms, Santé",Banque / Assurance /Finances,"Environnement de travail agréable, Formation académique","Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Évolution de poste, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,19,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,15.365242814551475,6.816116381290961,14.0,12.5,11.0,13.365242814551475,12.181359195842436,15.818640804157564,12.455922412472692,14.090679597921218,11.0,12.0,15.0,14.0,235.81864080415755,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Masculin,19,D,COLLEGE LES PHALENES 2 DE YOPOUGON,YOPOUGON,"Mathematiques, SVT, Science Physique, Français",Santé,NON,15.741220018399982,5.741220018399983,14.0,12.888169972400025,10.741220018399982,13.741220018399982,12.0,14.447320110399898,13.258779981600018,14.517559963200034,11.0,12.0,15.0,14.0,234.18854012879987,"Ouvert, Chaleureux, Sympathique, Accessible, Fiable, Sociable, Consciencieux",Islam,"Banque / Assurance /Finances, Commerce / Négoce / Distribution, Industrie pharmaceutique, Informatique / Télécoms, Santé",Banque / Assurance /Finances,"Environnement de travail agréable, Formation académique","Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Évolution de poste, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,18,D,COLLEGE LES PHALENES 2 DE YOPOUGON,YOPOUGON,"Mathematiques, SVT, Science Physique, Français",Santé,NON,15.337477715646019,5.337477715646018,14.0,13.493783426530973,10.337477715646019,13.337477715646019,12.0,12.024866293876109,13.662522284353981,15.325044568707964,11.0,12.0,15.0,14.0,231.36234400952213,"Ouvert, Chaleureux, Sympathique, Accessible, Fiable, Sociable, Consciencieux",Islam,"Banque / Assurance /Finances, Commerce / Négoce / Distribution, Industrie pharmaceutique, Informatique / Télécoms, Santé",Banque / Assurance /Finances,"Environnement de travail agréable, Formation académique","Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Évolution de poste, Résolution de défis majeurs, Reconnaissance professionnelle"
Masculin,17,C,UNIVERSITÉ FÉLIX HOUPHOUET BOIGNY ,Port bouet,"Mathematiques, Science Physique, Anglais, Français",Banque / Assurance /Finances,J'ai amélioré mon niveau au football (j'espère avoir bien compris la question),14.246844304357644,10.753155695642356,14.0,12.5,13.376577847821178,11.279277690223527,16.441444619552946,9.935133228268233,9.064866771731767,15.0,11.0,12.0,15.0,14.0,262.0,"Ouvert, Chaleureux, Sérieux, Facile, Energetique, Sympathique, Doux, Polyvalent, Respectueux",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique",Banque / Assurance /Finances,"Passion personnelle, Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,14.919727915288757,10.080272084711243,14.0,12.5,13.040136042355622,11.699829947055473,15.600340105889053,10.439795936466567,8.560204063533433,15.0,11.0,12.0,15.0,14.0,262.0,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
Masculin,20,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,14.186841117373119,9.626317765253763,14.45328972065672,12.5,14.173028044597043,12.413485977701479,12.90657944131344,13.733551396716399,15.266448603283601,13.54671027934328,11.0,12.0,15.0,14.0,240.9861869272239,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Masculin,17,C,UNIVERSITÉ FÉLIX HOUPHOUET BOIGNY ,Port bouet,"Mathematiques, Science Physique, Anglais, Français",Banque / Assurance /Finances,J'ai amélioré mon niveau au football (j'espère avoir bien compris la question),13.739417822102109,11.260582177897891,14.0,12.5,13.630291088948946,10.962136138813818,17.075727722372363,9.55456336657658,9.44543663342342,15.0,11.0,12.0,15.0,14.0,262.0,"Ouvert, Chaleureux, Sérieux, Facile, Energetique, Sympathique, Doux, Polyvalent, Respectueux",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique",Banque / Assurance /Finances,"Passion personnelle, Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Masculin,17,C,UNIVERSITÉ FÉLIX HOUPHOUET BOIGNY ,Port bouet,"Mathematiques, Science Physique, Anglais, Français",Banque / Assurance /Finances,J'ai amélioré mon niveau au football (j'espère avoir bien compris la question),16.878338511058235,8.121661488941765,14.0,12.5,12.060830744470882,12.923961569411397,13.152076861177207,11.908753883293675,7.0912461167063245,15.0,11.0,12.0,15.0,14.0,262.0,"Ouvert, Chaleureux, Sérieux, Facile, Energetique, Sympathique, Doux, Polyvalent, Respectueux",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique",Banque / Assurance /Finances,"Passion personnelle, Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Masculin,17,D,COLLEGE LES PHALENES 2 DE YOPOUGON,YOPOUGON,"Mathematiques, SVT, Science Physique, Français",Santé,NON,15.224867176638885,5.2248671766388854,14.0,13.662699235041671,10.224867176638885,13.224867176638885,12.0,11.349203059833313,13.775132823361115,15.550265646722229,11.0,12.0,15.0,14.0,230.5740702364722,"Ouvert, Chaleureux, Sympathique, Accessible, Fiable, Sociable, Consciencieux",Islam,"Banque / Assurance /Finances, Commerce / Négoce / Distribution, Industrie pharmaceutique, Informatique / Télécoms, Santé",Banque / Assurance /Finances,"Environnement de travail agréable, Formation académique","Stage ou apprentissage, Première expérience professionnelle, Développement de compétences spécifiques, Évolution de poste, Résolution de défis majeurs, Reconnaissance professionnelle"
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,12.818496824692566,12.121002116871622,14.121002116871622,12.5,14.242004233743243,10.772254762961149,17.636993649385133,9.181503175307434,10.181503175307434,15.060501058435811,11.0,12.0,15.0,14.0,262.7865137596655,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,13.420690598289404,11.579309401710596,14.0,12.5,13.789654700855298,10.762931623930879,17.474136752138243,9.315517948717053,9.684482051282947,15.0,11.0,12.0,15.0,14.0,262.0,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
Féminin,17,D,Lycée Moderne 1 de toumodi ,Toumodi ,"SVT, Science Physique, Anglais, Histoire Geographie, Français",Droit,Non,12.814700148322405,11.587399872866511,15.195799957622171,12.298949989405543,17.19579995762217,13.793699936433256,13.206300063566744,14.412600127133489,12.195799957622171,13.989499894055426,11.0,12.0,15.0,14.0,287.46510065685635,"Ouvert, Facile, Flegmatique, Analytique, Fiable",Christianisme,"Banque / Assurance /Finances, Droit, Santé",Banque / Assurance /Finances,Passion personnelle,Formation initiale
Masculin,17,C,UNIVERSITÉ FÉLIX HOUPHOUET BOIGNY ,Port bouet,"Mathematiques, Science Physique, Anglais, Français",Banque / Assurance /Finances,J'ai amélioré mon niveau au football (j'espère avoir bien compris la question),16.687496940092466,8.312503059907533,14.0,12.5,12.156251529953767,12.804685587557792,13.390628824884416,11.765622705069351,7.234377294930649,15.0,11.0,12.0,15.0,14.0,262.0,"Ouvert, Chaleureux, Sérieux, Facile, Energetique, Sympathique, Doux, Polyvalent, Respectueux",Islam,"Commerce / Négoce / Distribution, Achat / Transports / Logistique",Banque / Assurance /Finances,"Passion personnelle, Opportunités de carrière, Salaire attractif, Flexibilité",Formation initiale
Masculin,21,D,Lycée moderne de goumere ,Cocody,"Mathematiques, SVT, Science Physique, Histoire Geographie, Français, PHYLOSOPHIE, EPS",Agriculture,Oui ,12.353970008207678,13.292059983584643,14.911507497948081,12.5,17.380552485636564,10.809723757181718,13.82301499589616,11.442462510259597,17.5575374897404,13.088492502051919,11.0,12.0,15.0,14.0,246.0265824774289,"Ouvert, Sérieux, Sympathique, Motivé, Consciencieux",Islam,"Agroalimentaire, Santé",Banque / Assurance /Finances,Passion personnelle,Première expérience professionnelle
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,10.587948587257436,13.60803427516171,15.60803427516171,12.5,17.21606855032342,14.118077119113847,13.175897174514871,11.412051412742564,12.412051412742564,15.804017137580855,11.0,12.0,15.0,14.0,272.4522227885511,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
Féminin,17,D,Lycée moderne jeunes filles Bouaké ,Bouaké ,"Mathematiques, Science Physique, Histoire Geographie, Français",Informatique / Télécoms,Non,10.135681866731614,13.909545422178924,15.909545422178924,12.5,17.81909084435785,14.79647719990258,12.271363733463229,11.864318133268386,12.864318133268386,15.954772711089461,11.0,12.0,15.0,14.0,274.412045244163,"Gai, Timide, Calme, Fiable, Loyal, Utile",Christianisme,"Commerce / Négoce / Distribution, Textile / Habillement / Chaussure, Agriculture, Elevage",Banque / Assurance /Finances,"Opportunités de carrière, Salaire attractif, Influence familiale ou amicale","Formation initiale, Stage ou apprentissage"
